spotify_id,name,followers,popularity,genres,chart_hits
5T2I75UlGBcWd5nVyfmL13,Mika Singh,6886761.0,65,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",['in (7)']
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6881366.0,80,"['dance pop', 'pop', 'pop rap']","['us (3)', 'gb (2)', 'ar (3)', 'au (3)', 'at (7)', 'be (5)', 'bo (3)', 'br (2)', 'bg (3)', 'ca (7)', 'cl (3)', 'co (5)', 'cr (3)', 'cy (3)', 'cz (3)', 'dk (3)', 'do (4)', 'ec (4)', 'eg (1)', 'sv (3)', 'ee (4)', 'fi (5)', 'fr (6)', 'de (6)', 'gr (3)', 'gt (3)', 'hn (3)', 'hk (2)', 'hu (4)', 'is (2)', 'in (1)', 'ie (3)', 'il (2)', 'it (4)', 'lv (5)', 'lt (5)', 'lu (7)', 'my (3)', 'mt (4)', 'mx (4)', 'ma (3)', 'nl (6)', 'nz (2)', 'ni (3)', 'no (4)', 'pa (3)', 'py (3)', 'pe (4)', 'ph (2)', 'pl (4)', 'pt (4)', 'ro (3)', 'ru (1)', 'sa (2)', 'sg (3)', 'sk (3)', 'za (3)', 'kr (1)', 'es (5)', 'se (4)', 'ch (6)', 'tw (3)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (4)', 'uy (4)', 'ad (2)']"
5xd2Tg7Zo8755eCy8Gxkp8,Ha*Ash,6866674.0,73,"['latin arena pop', 'latin pop', 'mexican pop']","['ar (3)', 'bo (5)', 'cl (3)', 'cr (5)', 'do (2)', 'ec (4)', 'sv (5)', 'gt (2)', 'mx (15)', 'ni (3)', 'pa (3)', 'py (2)', 'pe (5)', 'uy (3)']"
1bAftSH8umNcGZ0uyV7LMg,Duki,6862156.0,84,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']","['ar (76)', 'bo (15)', 'cl (26)', 'co (4)', 'cr (10)', 'do (1)', 'ec (12)', 'sv (8)', 'gt (6)', 'hn (3)', 'mt (1)', 'mx (3)', 'ni (3)', 'pa (5)', 'py (32)', 'pe (10)', 'es (24)', 'uy (68)']"
6Te49r3A6f5BiIgBRxH7FH,Ninho,6858658.0,79,"['french hip hop', 'pop urbaine']","['be (78)', 'fr (104)', 'lu (66)', 'ma (35)', 'ch (72)']"
3MZsBdqDrRTJihTHQrO6Dq,Joji,6831881.0,85,['viral pop'],"['us (27)', 'gb (9)', 'ar (1)', 'au (13)', 'at (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (11)', 'ca (17)', 'cl (1)', 'co (1)', 'cr (2)', 'cy (6)', 'cz (4)', 'dk (2)', 'do (1)', 'ec (1)', 'eg (3)', 'sv (1)', 'ee (26)', 'fi (3)', 'fr (1)', 'de (2)', 'gr (6)', 'gt (1)', 'hn (2)', 'hk (7)', 'hu (7)', 'is (5)', 'in (1)', 'id (5)', 'ie (6)', 'il (2)', 'it (1)', 'jp (1)', 'lv (26)', 'lt (31)', 'lu (5)', 'my (26)', 'mt (4)', 'mx (1)', 'ma (2)', 'nl (2)', 'nz (10)', 'ni (1)', 'no (4)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (8)', 'pl (3)', 'pt (6)', 'ro (8)', 'ru (16)', 'sa (2)', 'sg (13)', 'sk (7)', 'za (8)', 'kr (2)', 'es (1)', 'se (2)', 'ch (2)', 'tw (8)', 'th (9)', 'tr (1)', 'ua (9)', 'ae (12)', 'uy (1)', 'vn (6)']"
7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,6823561.0,73,"['dance pop', 'latin pop', 'mexican pop', 'puerto rican pop']","['ar (14)', 'be (1)', 'bo (7)', 'bg (1)', 'cl (13)', 'co (6)', 'cr (5)', 'do (6)', 'ec (9)', 'sv (5)', 'gr (1)', 'gt (6)', 'hn (4)', 'hu (1)', 'it (2)', 'lt (1)', 'lu (1)', 'mt (1)', 'mx (9)', 'nl (1)', 'ni (4)', 'pa (9)', 'py (6)', 'pe (7)', 'pl (1)', 'pt (1)', 'sk (1)', 'es (12)', 'ch (1)', 'uy (10)']"
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,6807293.0,77,"['k-pop', 'k-pop boy group']","['bg (2)', 'hk (5)', 'in (1)', 'id (13)', 'jp (7)', 'my (20)', 'pe (1)', 'ph (8)', 'ru (3)', 'sa (5)', 'sg (12)', 'kr (15)', 'tw (8)', 'th (15)', 'ae (4)', 'vn (11)']"
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,6800128.0,72,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']","['us (1)', 'gb (1)', 'ar (1)', 'au (2)', 'at (2)', 'be (3)', 'bo (1)', 'br (3)', 'bg (1)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fr (1)', 'de (1)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (9)', 'hu (3)', 'is (1)', 'id (2)', 'ie (2)', 'il (1)', 'it (2)', 'lv (2)', 'lt (3)', 'lu (1)', 'my (8)', 'mt (2)', 'mx (1)', 'nl (4)', 'nz (2)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (7)', 'pl (4)', 'pt (3)', 'ro (1)', 'sg (7)', 'sk (1)', 'za (1)', 'es (1)', 'se (1)', 'ch (3)', 'tw (12)', 'th (4)', 'tr (1)', 'ae (1)', 'uy (1)', 'vn (2)']"
2iojnBLj0qIMiKPvVhLnsH,Trey Songz,6795545.0,70,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']","['us (4)', 'gb (1)', 'au (1)', 'be (1)', 'bg (2)', 'ca (2)', 'cz (1)', 'do (1)', 'ee (1)', 'fr (1)', 'gr (1)', 'hn (1)', 'hk (2)', 'hu (1)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'my (2)', 'mt (1)', 'nl (2)', 'nz (2)', 'pa (1)', 'ph (2)', 'pl (1)', 'pt (1)', 'sg (2)', 'sk (1)', 'ch (1)', 'tw (2)', 'tr (2)']"
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,6742735.0,80,"['melodic rap', 'rap', 'trap']","['us (28)', 'gb (7)', 'au (5)', 'at (4)', 'be (3)', 'bg (5)', 'ca (30)', 'cy (5)', 'cz (2)', 'dk (3)', 'eg (1)', 'ee (3)', 'fi (3)', 'fr (1)', 'de (4)', 'gr (7)', 'hk (2)', 'hu (3)', 'is (6)', 'ie (3)', 'il (3)', 'it (1)', 'lv (5)', 'lt (4)', 'lu (5)', 'my (2)', 'mt (6)', 'ma (1)', 'nl (4)', 'nz (4)', 'no (6)', 'ph (1)', 'pl (2)', 'pt (2)', 'ro (5)', 'sa (1)', 'sg (2)', 'sk (2)', 'za (2)', 'se (2)', 'ch (4)', 'tw (2)', 'th (2)', 'ae (3)', 'vn (1)']"
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,6695140.0,72,"['emo rap', 'rap', 'trap']","['us (19)', 'gb (14)', 'ar (4)', 'au (11)', 'at (15)', 'be (19)', 'bo (6)', 'br (1)', 'bg (21)', 'ca (20)', 'cl (5)', 'co (4)', 'cr (10)', 'cy (13)', 'cz (16)', 'dk (13)', 'do (11)', 'ec (4)', 'eg (2)', 'sv (8)', 'ee (14)', 'fi (18)', 'fr (11)', 'de (17)', 'gr (20)', 'gt (6)', 'hn (9)', 'hk (4)', 'hu (14)', 'is (18)', 'in (2)', 'id (2)', 'ie (10)', 'il (8)', 'it (10)', 'jp (1)', 'lv (17)', 'lt (10)', 'lu (23)', 'my (4)', 'mt (11)', 'mx (5)', 'ma (9)', 'nl (17)', 'nz (13)', 'ni (5)', 'no (15)', 'pa (10)', 'py (4)', 'pe (4)', 'ph (2)', 'pl (11)', 'pt (13)', 'ro (19)', 'ru (2)', 'sa (2)', 'sg (4)', 'sk (34)', 'za (2)', 'es (7)', 'se (13)', 'ch (21)', 'tw (5)', 'th (2)', 'tr (3)', 'ua (2)', 'ae (2)', 'uy (4)', 'vn (2)']"
21451j1KhjAiaYKflxBjr1,Zion & Lennox,6693496.0,79,"['latin hip hop', 'reggaeton', 'trap latino']","['ar (12)', 'at (1)', 'be (1)', 'bo (12)', 'bg (2)', 'cl (21)', 'co (13)', 'cr (10)', 'cy (1)', 'cz (1)', 'do (14)', 'ec (11)', 'sv (12)', 'ee (1)', 'de (1)', 'gr (1)', 'gt (11)', 'hn (11)', 'hu (2)', 'it (2)', 'lv (1)', 'lt (1)', 'lu (2)', 'mt (3)', 'mx (8)', 'nl (1)', 'ni (10)', 'pa (12)', 'py (18)', 'pe (12)', 'pl (1)', 'pt (3)', 'ro (1)', 'sa (1)', 'sk (2)', 'es (15)', 'ch (3)', 'tr (1)', 'ae (1)', 'uy (13)']"
5C4PDR4LnhZTbVnKWXuDKD,Morat,6670252.0,82,"['colombian pop', 'latin pop']","['ar (8)', 'bo (30)', 'cl (11)', 'co (41)', 'cr (29)', 'do (5)', 'ec (40)', 'sv (28)', 'gt (36)', 'hn (19)', 'it (1)', 'mt (1)', 'mx (27)', 'ni (15)', 'pa (28)', 'py (14)', 'pe (27)', 'es (23)', 'uy (33)']"
0C0XlULifJtAgn6ZNCW2eu,The Killers,6644035.0,77,"['alternative rock', 'dance rock', 'permanent wave']","['us (2)', 'gb (4)', 'au (2)', 'at (1)', 'be (1)', 'br (2)', 'ca (2)', 'co (1)', 'cr (6)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (2)', 'hu (1)', 'ie (4)', 'lv (3)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (2)', 'mx (1)', 'nz (1)', 'py (5)', 'pe (2)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'tw (1)']"
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,6638917.0,71,"['contemporary country', 'country', 'country road', 'oklahoma country']","['us (8)', 'ca (7)']"
5LHRHt1k9lMyONurDHEdrp,Tyga,6638519.0,80,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (14)', 'gb (4)', 'ar (1)', 'au (11)', 'at (6)', 'be (3)', 'bo (2)', 'br (1)', 'bg (13)', 'ca (18)', 'cl (1)', 'co (2)', 'cr (3)', 'cy (10)', 'cz (3)', 'dk (9)', 'do (2)', 'ec (2)', 'eg (1)', 'sv (2)', 'ee (5)', 'fi (8)', 'fr (3)', 'de (13)', 'gr (9)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (8)', 'is (3)', 'id (1)', 'ie (3)', 'il (4)', 'it (2)', 'jp (1)', 'lv (6)', 'lt (6)', 'lu (9)', 'my (3)', 'mt (15)', 'mx (2)', 'ma (4)', 'nl (3)', 'nz (10)', 'ni (2)', 'no (10)', 'pa (2)', 'py (2)', 'pe (2)', 'ph (3)', 'pl (3)', 'pt (3)', 'ro (10)', 'ru (1)', 'sa (2)', 'sg (4)', 'sk (4)', 'za (6)', 'kr (1)', 'es (2)', 'se (3)', 'ch (12)', 'tw (3)', 'th (4)', 'tr (3)', 'ae (4)', 'uy (1)', 'vn (2)']"
1wRPtKGflJrBx9BmLsSwlU,Pritam,6618573.0,84,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']","['in (44)', 'my (1)', 'ae (2)']"
5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,6556499.0,75,"['cantautor', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']","['ar (7)', 'bo (5)', 'cl (5)', 'co (3)', 'cr (4)', 'do (5)', 'ec (5)', 'sv (6)', 'gt (5)', 'hn (5)', 'mx (11)', 'ni (3)', 'pa (4)', 'py (3)', 'pe (9)', 'es (23)', 'uy (3)']"
4S9EykWXhStSc15wEx8QFK,Céline Dion,6538187.0,73,['canadian pop'],"['gb (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (3)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'fr (2)', 'gr (1)', 'hk (2)', 'hu (2)', 'is (1)', 'id (4)', 'ie (2)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (2)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (2)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (2)', 'sk (1)', 'za (1)', 'es (1)', 'se (2)', 'ch (1)', 'tw (2)', 'th (1)', 'vn (1)']"
1JbemQ1fPt2YmSLjAFhPBv,Chayanne,6521199.0,71,"['latin pop', 'puerto rican pop', 'tropical']","['ar (7)', 'bo (2)', 'cl (5)', 'co (1)', 'cr (3)', 'do (3)', 'ec (3)', 'sv (3)', 'gt (3)', 'hn (2)', 'mx (5)', 'ni (3)', 'pa (3)', 'py (2)', 'pe (5)', 'es (3)', 'uy (4)']"
3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,6514672.0,75,"['classic bollywood', 'desi pop', 'filmi', 'hare krishna', 'modern bollywood']",['in (1)']
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,6498675.0,81,"['bedroom pop', 'pop']","['us (6)', 'gb (2)', 'ar (1)', 'au (3)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (5)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (3)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (5)', 'hu (1)', 'is (1)', 'in (1)', 'id (2)', 'ie (3)', 'il (1)', 'it (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (8)', 'mt (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (3)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (1)', 'pt (2)', 'ro (2)', 'sa (6)', 'sg (10)', 'sk (1)', 'za (2)', 'kr (9)', 'es (1)', 'se (1)', 'ch (1)', 'tw (4)', 'th (6)', 'ua (1)', 'ae (5)', 'uy (1)', 'vn (2)']"
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6497410.0,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']","['us (10)', 'gb (10)', 'ar (6)', 'au (9)', 'at (13)', 'be (11)', 'bo (7)', 'br (6)', 'bg (12)', 'ca (13)', 'cl (7)', 'co (6)', 'cr (6)', 'cy (6)', 'cz (12)', 'dk (13)', 'do (5)', 'ec (6)', 'eg (3)', 'sv (4)', 'ee (16)', 'fi (17)', 'fr (8)', 'de (14)', 'gr (10)', 'gt (5)', 'hn (4)', 'hk (7)', 'hu (18)', 'is (9)', 'in (1)', 'id (2)', 'ie (14)', 'il (5)', 'it (8)', 'jp (2)', 'lv (14)', 'lt (16)', 'lu (9)', 'my (8)', 'mt (9)', 'mx (7)', 'ma (4)', 'nl (19)', 'nz (5)', 'ni (3)', 'no (22)', 'pa (6)', 'py (6)', 'pe (7)', 'ph (6)', 'pl (16)', 'pt (9)', 'ro (7)', 'ru (1)', 'sa (3)', 'sg (11)', 'sk (14)', 'za (5)', 'kr (2)', 'es (7)', 'se (18)', 'ch (14)', 'tw (13)', 'th (2)', 'tr (6)', 'ua (3)', 'ae (4)', 'uy (5)', 'vn (2)', 'ad (1)']"
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,6486402.0,75,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (20)', 'gb (7)', 'ar (1)', 'au (6)', 'at (5)', 'be (6)', 'bo (1)', 'br (2)', 'bg (6)', 'ca (8)', 'cl (1)', 'co (2)', 'cr (3)', 'cy (7)', 'cz (5)', 'dk (5)', 'do (3)', 'ec (1)', 'eg (3)', 'sv (2)', 'ee (7)', 'fi (6)', 'fr (3)', 'de (4)', 'gr (6)', 'gt (1)', 'hn (3)', 'hk (6)', 'hu (7)', 'is (4)', 'in (4)', 'id (3)', 'ie (8)', 'il (4)', 'it (2)', 'jp (3)', 'lv (7)', 'lt (7)', 'lu (7)', 'my (4)', 'mt (7)', 'mx (1)', 'ma (3)', 'nl (7)', 'nz (4)', 'ni (1)', 'no (5)', 'pa (4)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (7)', 'pt (4)', 'ro (6)', 'sa (3)', 'sg (6)', 'sk (6)', 'za (5)', 'kr (3)', 'es (3)', 'se (5)', 'ch (6)', 'tw (6)', 'th (4)', 'tr (1)', 'ae (5)', 'uy (1)', 'vn (4)']"
20sxb77xiYeusSH8cVdatc,Meek Mill,6481503.0,75,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (52)', 'gb (8)', 'au (4)', 'at (2)', 'be (3)', 'bo (1)', 'br (1)', 'bg (4)', 'ca (36)', 'co (1)', 'cr (2)', 'cy (3)', 'cz (2)', 'dk (2)', 'do (2)', 'sv (1)', 'ee (2)', 'fi (2)', 'fr (2)', 'de (2)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (2)', 'is (2)', 'ie (2)', 'il (1)', 'it (1)', 'lv (2)', 'lt (3)', 'lu (4)', 'my (3)', 'mt (2)', 'ma (1)', 'nl (3)', 'nz (5)', 'no (2)', 'pa (2)', 'py (1)', 'ph (3)', 'pl (4)', 'pt (2)', 'ro (3)', 'sa (1)', 'sg (3)', 'sk (2)', 'za (3)', 'es (1)', 'se (2)', 'ch (5)', 'tw (3)', 'th (1)', 'tr (2)', 'ae (1)', 'uy (1)', 'vn (1)']"
1sPg5EHuQXTMElpZ4iUgXe,ANAVITÓRIA,6468028.0,68,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional']","['br (25)', 'pt (2)']"
3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,6429598.0,76,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']","['br (42)', 'lu (1)', 'py (2)', 'pt (10)']"
4J13m9IZh03PEhoxAxRhXO,Gerardo Ortiz,6428125.0,73,"['banda', 'corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']","['gt (1)', 'mx (16)']"
5Lv2GUVwqmQBPwrTrxucE5,Os Barões Da Pisadinha,6386488.0,70,"['arrocha', 'forro', 'piseiro']","['br (30)', 'py (6)', 'pt (2)']"
1qto4hHid1P71emI6Fd8xi,Aventura,6383626.0,77,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']","['us (2)', 'ar (2)', 'bo (2)', 'ca (1)', 'cl (3)', 'co (3)', 'cr (3)', 'cy (1)', 'do (12)', 'ec (3)', 'sv (3)', 'fr (1)', 'gt (6)', 'hn (4)', 'it (1)', 'lt (1)', 'lu (1)', 'mx (2)', 'nl (1)', 'ni (4)', 'pa (3)', 'py (3)', 'pe (4)', 'pt (1)', 'kr (1)', 'es (2)', 'ch (1)', 'ae (1)', 'uy (2)']"
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6378733.0,69,"['pop', 'post-teen pop']","['us (1)', 'gb (3)', 'ar (1)', 'au (1)', 'at (2)', 'be (1)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (2)', 'cz (3)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (4)', 'fi (4)', 'fr (1)', 'de (2)', 'gr (3)', 'gt (1)', 'hn (1)', 'hk (4)', 'hu (4)', 'is (1)', 'in (1)', 'id (3)', 'ie (2)', 'it (2)', 'jp (1)', 'lv (2)', 'lt (3)', 'lu (1)', 'my (4)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (3)', 'sg (4)', 'sk (3)', 'es (1)', 'se (2)', 'ch (1)', 'tw (3)', 'th (3)', 'tr (1)', 'uy (2)', 'vn (2)']"
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,6347350.0,71,"['modern folk rock', 'stomp and holler', 'uk americana']","['us (14)', 'gb (21)', 'ar (3)', 'au (10)', 'at (3)', 'be (7)', 'bo (1)', 'br (4)', 'bg (1)', 'ca (16)', 'cl (2)', 'co (1)', 'cr (1)', 'cz (2)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (5)', 'fi (6)', 'fr (3)', 'de (8)', 'gr (3)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (5)', 'is (2)', 'ie (18)', 'it (9)', 'lv (6)', 'lt (6)', 'lu (1)', 'my (3)', 'mt (1)', 'mx (2)', 'nl (13)', 'nz (6)', 'no (4)', 'pa (1)', 'py (1)', 'ph (2)', 'pl (10)', 'pt (14)', 'sg (3)', 'sk (4)', 'es (3)', 'se (14)', 'ch (8)', 'tw (16)', 'tr (3)', 'uy (1)']"
6tbjWDEIzxoDsBA1FuhfPW,Madonna,6334881.0,77,"['dance pop', 'pop']","['gb (1)', 'ar (6)', 'au (1)', 'at (2)', 'be (2)', 'bo (1)', 'br (4)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (2)', 'cr (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (3)', 'de (2)', 'gt (1)', 'hn (1)', 'is (1)', 'ie (1)', 'it (5)', 'lt (3)', 'lu (1)', 'mx (3)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pl (2)', 'pt (2)', 'es (2)', 'se (2)', 'ch (1)', 'tw (5)', 'tr (2)', 'uy (2)']"
738wLrAtLtCtFOLvQBXOXp,Major Lazer,6302403.0,74,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']","['us (8)', 'gb (7)', 'ar (12)', 'au (8)', 'at (10)', 'be (15)', 'bo (12)', 'br (9)', 'bg (9)', 'ca (13)', 'cl (13)', 'co (12)', 'cr (9)', 'cy (8)', 'cz (10)', 'dk (12)', 'do (9)', 'ec (12)', 'eg (2)', 'sv (9)', 'ee (12)', 'fi (12)', 'fr (16)', 'de (11)', 'gr (9)', 'gt (10)', 'hn (10)', 'hk (8)', 'hu (14)', 'is (8)', 'in (1)', 'id (6)', 'ie (8)', 'il (2)', 'it (9)', 'jp (3)', 'lv (8)', 'lt (11)', 'lu (15)', 'my (9)', 'mt (11)', 'mx (11)', 'ma (2)', 'nl (13)', 'nz (7)', 'ni (9)', 'no (18)', 'pa (14)', 'py (10)', 'pe (11)', 'ph (7)', 'pl (13)', 'pt (10)', 'ro (3)', 'sa (4)', 'sg (9)', 'sk (12)', 'za (1)', 'es (13)', 'se (16)', 'ch (17)', 'tw (10)', 'th (2)', 'tr (6)', 'ae (3)', 'uy (12)', 'vn (1)', 'ad (2)']"
5a2EaR3hamoenG9rDuVn8j,Prince,6298808.0,71,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']","['ar (1)', 'au (1)', 'be (1)', 'bg (1)', 'fi (1)', 'fr (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (1)', 'mx (1)', 'nl (1)', 'pt (1)', 'sk (1)', 'se (1)', 'ch (1)', 'uy (1)']"
64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,6287949.0,68,['turkish pop'],['tr (38)']
6CXEwIaXYfVJ84biCxqc9k,Vishal Dadlani,6281364.0,69,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",['in (4)']
3RtNN1VnooWEn3KQk03DUL,Noriel,6262153.0,75,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (3)', 'bo (4)', 'cl (8)', 'co (4)', 'cr (2)', 'do (7)', 'ec (2)', 'sv (2)', 'gt (3)', 'hn (4)', 'mt (1)', 'mx (2)', 'ni (3)', 'pa (6)', 'py (3)', 'pe (2)', 'es (4)', 'uy (6)']"
5y2Xq6xcjJb2jVM54GHK3t,John Legend,6260357.0,77,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']","['us (3)', 'gb (5)', 'ar (2)', 'au (3)', 'at (6)', 'be (4)', 'bo (3)', 'br (3)', 'bg (5)', 'ca (5)', 'cl (2)', 'co (3)', 'cr (3)', 'cy (4)', 'cz (5)', 'dk (8)', 'do (3)', 'ec (3)', 'sv (3)', 'ee (5)', 'fi (3)', 'fr (3)', 'de (5)', 'gr (5)', 'gt (3)', 'hn (3)', 'hk (5)', 'hu (6)', 'is (3)', 'in (1)', 'id (4)', 'ie (6)', 'il (1)', 'it (4)', 'lv (5)', 'lt (5)', 'lu (6)', 'my (4)', 'mt (5)', 'mx (2)', 'nl (8)', 'nz (3)', 'ni (2)', 'no (8)', 'pa (3)', 'py (3)', 'pe (2)', 'ph (3)', 'pl (4)', 'pt (5)', 'ro (1)', 'sg (4)', 'sk (5)', 'za (2)', 'es (4)', 'se (8)', 'ch (5)', 'tw (6)', 'th (2)', 'tr (4)', 'ae (1)', 'uy (2)', 'vn (3)']"
4tm8CEdm4pkQsEh4jIr9Yp,Santa Fe Klan,6250507.0,78,['mexican hip hop'],"['cr (1)', 'ec (2)', 'sv (4)', 'gt (4)', 'hn (2)', 'mx (7)', 'ni (1)']"
3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,6242132.0,81,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (7)', 'bo (8)', 'bg (1)', 'cl (13)', 'co (12)', 'cr (3)', 'do (13)', 'ec (8)', 'sv (8)', 'gt (8)', 'hn (11)', 'mx (4)', 'ni (5)', 'pa (9)', 'py (9)', 'pe (9)', 'es (7)', 'uy (8)']"
0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,6228606.0,75,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'tropical']","['ar (3)', 'bo (8)', 'cr (8)', 'ec (1)', 'sv (8)', 'gt (7)', 'hn (5)', 'mx (6)', 'ni (4)', 'py (6)', 'uy (1)']"
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6220623.0,77,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (4)', 'gb (1)', 'au (1)', 'be (1)', 'bg (2)', 'ca (2)', 'cy (1)', 'ee (1)', 'gr (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (1)', 'za (7)', 'ch (1)', 'ae (1)']"
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,6199874.0,75,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['us (1)', 'ar (21)', 'bo (17)', 'bg (1)', 'cl (30)', 'co (19)', 'cr (9)', 'do (21)', 'ec (17)', 'sv (17)', 'gt (24)', 'hn (18)', 'mt (2)', 'mx (15)', 'ni (11)', 'pa (18)', 'py (24)', 'pe (14)', 'es (21)', 'uy (24)']"
